2069,1,6,94.5
1083,1,6,100.5
264,1,6,105.5
1873,1,6,111.5
2684,1,6,121.5
1736,1,6,130.5
143,1,6,133.5
297,1,6,147.0
2105,1,6,152.5
1699,1,6,155.5
2721,1,6,174.5
591,1,6,195.0
2358,1,6,252.0
929,1,6,301.0
789,1,6,348.5
2663,1,6,397.5
909,1,6,409.5
355,1,6,450.5
358,1,6,454.5
358,2,0,0
355,2,0,6.0
909,2,0,17.5
2663,2,0,29.5
1955,2,0,38.5
789,2,0,45.5
929,2,0,63.0
630,2,0,80.0
2358,2,0,82.0
591,2,0,101.0
2721,2,0,105.0
1699,2,0,109.0
2105,2,0,109.0
1321,2,0,113.5
297,2,0,113.5
2345,2,0,118.5
143,2,0,121.5
2684,2,0,124.5
1873,2,0,130.5
264,2,0,134.5
2069,2,0,138.5
807,2,0,138.5
1549,2,0,143.5
358,2,2,0
355,2,2,52.0
909,2,2,63.5
2663,2,2,75.5
1955,2,2,84.5
789,2,2,91.5
929,2,2,120.0
630,2,2,147.0
2358,2,2,152.0
591,2,2,186.0
2721,2,2,193.0
1699,2,2,200.0
2105,2,2,200.0
1321,2,2,207.5
297,2,2,207.5
2345,2,2,215.5
143,2,2,221.5
2684,2,2,227.5
1873,2,2,236.5
264,2,2,243.5
2069,2,2,250.5
807,2,2,250.5
1549,2,2,260.5
358,2,3,0
355,2,3,54.0
909,2,3,66.0
2663,2,3,79.0
1955,2,3,88.0
789,2,3,95.0
929,2,3,125.0
630,2,3,153.0
2358,2,3,158.0
591,2,3,194.0
2721,2,3,201.0
1699,2,3,208.0
2105,2,3,208.0
1321,2,3,216.0
297,2,3,216.0
2345,2,3,224.0
143,2,3,230.0
2684,2,3,237.0
1873,2,3,246.0
264,2,3,253.0
2069,2,3,261.0
807,2,3,261.0
1549,2,3,271.0
358,2,4,0
355,2,4,59.0
909,2,4,72.0
2663,2,4,86.0
1955,2,4,96.0
789,2,4,104.0
929,2,4,136.0
630,2,4,166.0
2358,2,4,172.0
591,2,4,210.0
2721,2,4,218.0
1699,2,4,226.0
2105,2,4,226.0
1321,2,4,235.0
297,2,4,235.0
2345,2,4,244.0
143,2,4,250.0
2684,2,4,257.0
1873,2,4,267.0
264,2,4,275.0
2069,2,4,283.0
807,2,4,283.0
1549,2,4,294.0
358,2,5,0
355,2,5,76.0
909,2,5,97.5
2663,2,5,115.5
1955,2,5,130.5
789,2,5,143.5
929,2,5,188.0
630,2,5,232.0
2358,2,5,240.0
591,2,5,298.0
2721,2,5,310.0
1699,2,5,321.0
2105,2,5,321.0
1321,2,5,333.5
297,2,5,333.5
2345,2,5,343.5
143,2,5,355.5
2684,2,5,364.5
1873,2,5,380.5
264,2,5,391.5
2069,2,5,404.5
807,2,5,404.5
1549,2,5,418.5
358,2,6,0
355,2,6,86.0
909,2,6,110.0
2663,2,6,131.0
1955,2,6,147.0
789,2,6,162.0
929,2,6,212.0
630,2,6,262.0
2358,2,6,271.0
591,2,6,336.0
2721,2,6,350.0
1699,2,6,362.0
2105,2,6,362.0
1321,2,6,376.0
297,2,6,376.0
2345,2,6,387.0
143,2,6,401.0
2684,2,6,411.0
1873,2,6,429.0
264,2,6,441.0
2069,2,6,456.0
807,2,6,456.0
1549,2,6,472.0
182,3,0,0
180,3,0,7.0
1041,3,0,14.5
147,3,0,21.5
231,3,0,32.5
179,3,0,38.5
435,3,0,48.5
436,3,0,54.5
2297,3,0,56.5
618,3,0,69.0
2678,3,0,86.0
137,3,0,93.0
729,3,0,98.0
1501,3,0,109.0
1158,3,0,113.5
931,3,0,118.5
447,3,0,134.5
1130,3,0,138.5
182,3,2,0
180,3,2,53.0
1041,3,2,60.5
147,3,2,67.5
231,3,2,78.5
179,3,2,84.5
435,3,2,94.5
436,3,2,102.5
2297,3,2,107.5
618,3,2,130.0
2678,3,2,159.0
137,3,2,172.0
729,3,2,180.0
1501,3,2,200.0
1158,3,2,207.5
931,3,2,215.5
447,3,2,243.5
1130,3,2,250.5
790,3,2,260.5
182,3,3,0
180,3,3,56.0
1041,3,3,63.0
147,3,3,71.0
231,3,3,82.0
179,3,3,88.0
435,3,3,99.0
436,3,3,107.0
2297,3,3,112.0
618,3,3,135.0
2678,3,3,166.0
137,3,3,179.0
729,3,3,187.0
1501,3,3,208.0
1158,3,3,216.0
931,3,3,224.0
447,3,3,253.0
1130,3,3,261.0
790,3,3,271.0
182,3,4,0
180,3,4,60.0
1041,3,4,69.0
147,3,4,77.0
231,3,4,89.0
179,3,4,96.0
435,3,4,107.0
436,3,4,116.0
2297,3,4,122.0
618,3,4,147.0
2678,3,4,180.0
137,3,4,195.0
729,3,4,204.0
1501,3,4,226.0
1158,3,4,235.0
931,3,4,244.0
447,3,4,275.0
1130,3,4,283.0
790,3,4,294.0
182,3,5,0
180,3,5,78.0
1041,3,5,94.5
147,3,5,105.5
231,3,5,120.5
179,3,5,130.5
435,3,5,149.5
436,3,5,158.5
2297,3,5,167.5
618,3,5,205.0
2678,3,5,251.0
137,3,5,273.0
729,3,5,287.0
1501,3,5,321.0
1158,3,5,333.5
931,3,5,343.5
447,3,5,391.5
1130,3,5,404.5
790,3,5,418.5
182,3,6,0
180,3,6,88.0
1041,3,6,107.0
147,3,6,119.0
231,3,6,136.0
179,3,6,147.0
435,3,6,169.0
436,3,6,179.0
2297,3,6,189.0
618,3,6,231.0
2678,3,6,283.0
137,3,6,308.0
729,3,6,324.0
1501,3,6,362.0
1158,3,6,376.0
931,3,6,387.0
447,3,6,441.0
1130,3,6,456.0
790,3,6,472.0
790,4,0,0
1130,4,0,10.5
447,4,0,17.5
931,4,0,38.5
1158,4,0,40.5
1501,4,0,47.5
795,4,0,54.5
729,4,0,63.0
137,4,0,66.0
2678,4,0,75.0
618,4,0,90.0
957,4,0,98.0
2297,4,0,101.0
436,4,0,105.0
435,4,0,109.0
179,4,0,118.5
231,4,0,124.5
147,4,0,130.5
1041,4,0,134.5
180,4,0,143.5
790,4,2,0
1130,4,2,56.5
447,4,2,63.5
931,4,2,84.5
1158,4,2,86.5
1501,4,2,93.5
795,4,2,102.5
729,4,2,120.0
137,4,2,124.0
2678,4,2,141.0
618,4,2,166.0
957,4,2,180.0
2297,4,2,186.0
436,4,2,193.0
435,4,2,200.0
179,4,2,215.5
231,4,2,227.5
147,4,2,236.5
1041,4,2,243.5
180,4,2,260.5
182,4,2,260.5
790,4,3,0
1130,4,3,61.5
447,4,3,68.5
931,4,3,89.5
1158,4,3,91.5
1501,4,3,98.5
795,4,3,106.5
729,4,3,123.0
137,4,3,129.0
2678,4,3,145.0
618,4,3,172.0
957,4,3,186.0
2297,4,3,192.0
436,4,3,201.0
435,4,3,208.0
179,4,3,223.5
231,4,3,235.5
147,4,3,245.5
1041,4,3,252.5
180,4,3,269.5
182,4,3,269.5
790,4,4,0
1130,4,4,64.5
447,4,4,71.5
931,4,4,92.5
1158,4,4,94.5
1501,4,4,101.5
795,4,4,109.5
729,4,4,127.0
137,4,4,133.0
2678,4,4,150.0
618,4,4,178.0
957,4,4,194.0
2297,4,4,200.0
436,4,4,207.0
435,4,4,215.0
179,4,4,230.5
231,4,4,244.5
147,4,4,254.5
1041,4,4,261.5
180,4,4,279.5
182,4,4,279.5
790,4,5,0
1130,4,5,85.5
447,4,5,97.5
931,4,5,130.5
1158,4,5,134.5
1501,4,5,146.5
795,4,5,158.5
729,4,5,188.0
137,4,5,196.0
2678,4,5,222.0
618,4,5,262.0
957,4,5,287.0
2297,4,5,298.0
436,4,5,310.0
435,4,5,321.0
179,4,5,343.5
231,4,5,364.5
147,4,5,380.5
1041,4,5,391.5
180,4,5,418.5
182,4,5,418.5
790,4,6,0
1130,4,6,91.5
447,4,6,103.5
931,4,6,136.5
1158,4,6,140.5
1501,4,6,152.5
795,4,6,166.5
729,4,6,195.0
137,4,6,205.0
2678,4,6,233.0
618,4,6,273.0
957,4,6,301.0
2297,4,6,311.0
436,4,6,323.0
435,4,6,336.0
179,4,6,360.5
231,4,6,381.5
147,4,6,397.5
1041,4,6,409.5
180,4,6,436.5
182,4,6,436.5
929,5,0,0
2314,5,0,9.0
1440,5,0,12.5
630,5,0,20.5
2358,5,0,25.5
1808,5,0,32.5
1859,5,0,40.5
1869,5,0,48.5
50,5,0,54.5
1731,5,0,69.0
2497,5,0,82.0
1146,5,0,90.0
2051,5,0,109.0
2810,5,0,113.5
1185,5,0,118.5
1315,5,0,124.5
929,5,2,0
2314,5,2,55.0
1440,5,2,58.5
630,5,2,66.5
2358,5,2,71.5
1808,5,2,78.5
1859,5,2,86.5
1869,5,2,94.5
50,5,2,102.5
1731,5,2,130.0
2497,5,2,152.0
1146,5,2,166.0
2051,5,2,200.0
2810,5,2,207.5
1185,5,2,215.5
1315,5,2,227.5
2456,5,2,243.5
929,5,3,0
2314,5,3,58.0
1440,5,3,61.0
630,5,3,70.0
2358,5,3,75.0
1808,5,3,82.0
1859,5,3,90.0
1869,5,3,99.0
50,5,3,107.0
1731,5,3,135.0
2497,5,3,158.0
1146,5,3,173.0
2051,5,3,208.0
2810,5,3,216.0
1185,5,3,224.0
1315,5,3,237.0
2456,5,3,253.0
929,5,4,0
2314,5,4,63.0
1440,5,4,66.0
630,5,4,76.0
2358,5,4,81.0
1808,5,4,89.0
1859,5,4,98.0
1869,5,4,107.0
50,5,4,116.0
1731,5,4,147.0
2497,5,4,172.0
1146,5,4,188.0
2051,5,4,226.0
2810,5,4,235.0
1185,5,4,244.0
1315,5,4,257.0
2456,5,4,275.0
929,5,5,0
2314,5,5,81.5
1440,5,5,88.5
630,5,5,101.5
2358,5,5,109.5
1808,5,5,120.5
1859,5,5,134.5
1869,5,5,149.5
50,5,5,158.5
1731,5,5,205.0
2497,5,5,240.0
1146,5,5,262.0
2051,5,5,321.0
2810,5,5,333.5
1185,5,5,343.5
1315,5,5,364.5
2456,5,5,391.5
929,5,6,0
2314,5,6,92.0
1440,5,6,100.0
630,5,6,115.0
2358,5,6,124.0
1808,5,6,136.0
1859,5,6,152.0
1869,5,6,169.0
50,5,6,179.0
1731,5,6,231.0
2497,5,6,271.0
1146,5,6,296.0
2051,5,6,362.0
2810,5,6,376.0
1185,5,6,387.0
1315,5,6,411.0
2456,5,6,441.0
2456,6,0,0
102,6,0,9.0
1315,6,0,14.5
2488,6,0,18.5
1185,6,0,29.5
2051,6,0,38.5
2326,6,0,44.5
648,6,0,45.5
361,6,0,56.5
1146,6,0,61.0
2497,6,0,69.0
1731,6,0,82.0
474,6,0,109.0
1808,6,0,113.5
2358,6,0,121.5
630,6,0,121.5
1440,6,0,130.5
2456,6,2,0
102,6,2,55.0
1315,6,2,60.5
2488,6,2,64.5
1185,6,2,75.5
2051,6,2,84.5
2326,6,2,90.5
648,6,2,91.5
361,6,2,107.5
1146,6,2,115.0
2497,6,2,130.0
1731,6,2,152.0
474,6,2,200.0
1808,6,2,207.5
2358,6,2,221.5
630,6,2,221.5
1440,6,2,236.5
929,6,2,243.5
2456,6,3,0
102,6,3,60.0
1315,6,3,65.5
2488,6,3,69.5
1185,6,3,80.5
2051,6,3,89.5
2326,6,3,95.5
648,6,3,96.5
361,6,3,111.5
1146,6,3,118.0
2497,6,3,135.0
1731,6,3,157.0
474,6,3,208.0
1808,6,3,215.5
2358,6,3,229.5
630,6,3,229.5
1440,6,3,245.5
929,6,3,252.5
2456,6,4,0
102,6,4,63.0
1315,6,4,68.5
2488,6,4,72.5
1185,6,4,83.5
2051,6,4,92.5
2326,6,4,98.5
648,6,4,99.5
361,6,4,114.5
1146,6,4,122.0
2497,6,4,139.0
1731,6,4,163.0
474,6,4,215.0
1808,6,4,222.5
2358,6,4,238.5
630,6,4,238.5
1440,6,4,254.5
929,6,4,261.5
2456,6,5,0
102,6,5,84.5
1315,6,5,94.5
2488,6,5,99.5
1185,6,5,115.5
2051,6,5,130.5
2326,6,5,140.5
648,6,5,143.5
361,6,5,167.5
1146,6,5,178.0
2497,6,5,205.0
1731,6,5,240.0
474,6,5,321.0
1808,6,5,333.5
2358,6,5,355.5
630,6,5,355.5
1440,6,5,380.5
929,6,5,391.5
2456,6,6,0
102,6,6,90.5
1315,6,6,100.5
2488,6,6,105.5
1185,6,6,121.5
2051,6,6,136.5
2326,6,6,146.5
648,6,6,149.5
361,6,6,174.5
1146,6,6,186.0
2497,6,6,214.0
1731,6,6,252.0
474,6,6,336.0
1808,6,6,348.5
2358,6,6,371.5
630,6,6,371.5
1440,6,6,397.5
929,6,6,409.5
2358,7,0,0
1808,7,0,9.0
474,7,0,17.5
1859,7,0,18.5
1869,7,0,29.5
49,7,0,36.5
1797,7,0,40.5
168,7,0,44.5
1731,7,0,48.5
1036,7,0,56.5
2497,7,0,63.0
1146,7,0,72.0
1591,7,0,80.0
649,7,0,86.0
261,7,0,93.0
2626,7,0,101.0
588,7,0,124.5
1030,7,0,130.5
2221,7,0,138.5
933,7,0,143.5
1099,7,0,148.5
2586,7,0,152.5
1203,7,0,156.5
2358,7,2,0
1808,7,2,55.0
474,7,2,63.5
1859,7,2,64.5
1869,7,2,75.5
49,7,2,82.5
1797,7,2,86.5
168,7,2,90.5
1731,7,2,94.5
1036,7,2,107.5
2497,7,2,120.0
1146,7,2,135.0
1591,7,2,147.0
649,7,2,159.0
261,7,2,172.0
2626,7,2,186.0
588,7,2,227.5
1030,7,2,236.5
2221,7,2,250.5
933,7,2,260.5
1099,7,2,268.5
2586,7,2,275.5
1203,7,2,283.5
1441,7,2,299.5
2358,7,3,0
1808,7,3,58.0
474,7,3,66.0
1859,7,3,67.0
1869,7,3,79.0
49,7,3,86.0
1797,7,3,90.0
168,7,3,94.0
1731,7,3,99.0
1036,7,3,112.0
2497,7,3,125.0
1146,7,3,141.0
1591,7,3,153.0
649,7,3,166.0
261,7,3,179.0
2626,7,3,194.0
588,7,3,237.0
1030,7,3,246.0
2221,7,3,261.0
933,7,3,271.0
1099,7,3,279.0
2586,7,3,286.0
1203,7,3,295.0
1441,7,3,311.0
2358,7,4,0
1808,7,4,63.0
474,7,4,72.0
1859,7,4,73.0
1869,7,4,86.0
49,7,4,94.0
1797,7,4,98.0
168,7,4,103.0
1731,7,4,107.0
1036,7,4,122.0
2497,7,4,136.0
1146,7,4,153.0
1591,7,4,166.0
649,7,4,180.0
261,7,4,195.0
2626,7,4,210.0
588,7,4,257.0
1030,7,4,267.0
2221,7,4,283.0
933,7,4,294.0
1099,7,4,303.0
2586,7,4,310.0
1203,7,4,320.0
1441,7,4,338.0
2358,7,5,0
1808,7,5,84.5
474,7,5,97.5
1859,7,5,99.5
1869,7,5,115.5
49,7,5,127.5
1797,7,5,134.5
168,7,5,140.5
1731,7,5,149.5
1036,7,5,167.5
2497,7,5,188.0
1146,7,5,213.0
1591,7,5,232.0
649,7,5,251.0
261,7,5,273.0
2626,7,5,298.0
588,7,5,364.5
1030,7,5,380.5
2221,7,5,404.5
933,7,5,418.5
1099,7,5,430.5
2586,7,5,443.5
1203,7,5,455.5
1441,7,5,481.5
2358,7,6,0
1808,7,6,96.0
474,7,6,110.0
1859,7,6,113.0
1869,7,6,131.0
49,7,6,144.0
1797,7,6,152.0
168,7,6,159.0
1731,7,6,169.0
1036,7,6,189.0
2497,7,6,212.0
1146,7,6,240.0
1591,7,6,262.0
649,7,6,283.0
261,7,6,308.0
2626,7,6,336.0
588,7,6,411.0
1030,7,6,429.0
2221,7,6,456.0
933,7,6,472.0
1099,7,6,485.0
2586,7,6,500.0
1203,7,6,513.0
1441,7,6,543.0
1441,8,0,0
1203,8,0,10.5
2586,8,0,17.5
1099,8,0,25.5
933,8,0,32.5
2221,8,0,40.5
1030,8,0,48.5
588,8,0,56.5
1776,8,0,66.0
2626,8,0,80.0
261,8,0,90.0
648,8,0,98.0
1591,8,0,101.0
361,8,0,105.0
1146,8,0,109.0
2497,8,0,118.5
1731,8,0,130.5
1859,8,0,152.5
1808,8,0,159.5
1441,8,2,0
1203,8,2,56.5
2586,8,2,63.5
1099,8,2,71.5
933,8,2,78.5
2221,8,2,86.5
1030,8,2,94.5
588,8,2,107.5
1776,8,2,124.0
2626,8,2,147.0
261,8,2,166.0
648,8,2,180.0
1591,8,2,186.0
361,8,2,193.0
1146,8,2,200.0
2497,8,2,215.5
1731,8,2,236.5
1859,8,2,275.5
1808,8,2,289.5
2358,8,2,299.5
1441,8,3,0
1203,8,3,61.5
2586,8,3,68.5
1099,8,3,76.5
933,8,3,83.5
2221,8,3,91.5
1030,8,3,99.5
588,8,3,111.5
1776,8,3,129.0
2626,8,3,153.0
261,8,3,172.0
648,8,3,186.0
1591,8,3,192.0
361,8,3,201.0
1146,8,3,208.0
2497,8,3,223.5
1731,8,3,245.5
1859,8,3,285.5
1808,8,3,300.5
2358,8,3,310.5
1441,8,4,0
1203,8,4,64.5
2586,8,4,71.5
1099,8,4,79.5
933,8,4,86.5
2221,8,4,94.5
1030,8,4,102.5
588,8,4,114.5
1776,8,4,133.0
2626,8,4,158.0
261,8,4,178.0
648,8,4,194.0
1591,8,4,200.0
361,8,4,207.0
1146,8,4,215.0
2497,8,4,230.5
1731,8,4,254.5
1859,8,4,296.5
1808,8,4,310.5
2358,8,4,320.5
1441,8,5,0
1203,8,5,85.5
2586,8,5,97.5
1099,8,5,109.5
933,8,5,120.5
2221,8,5,134.5
1030,8,5,149.5
588,8,5,167.5
1776,8,5,196.0
2626,8,5,232.0
261,8,5,262.0
648,8,5,287.0
1591,8,5,298.0
361,8,5,310.0
1146,8,5,321.0
2497,8,5,343.5
1731,8,5,380.5
1859,8,5,443.5
1808,8,5,467.5
2358,8,5,481.5
1441,8,6,0
1203,8,6,91.5
2586,8,6,103.5
1099,8,6,115.5
933,8,6,126.5
2221,8,6,140.5
1030,8,6,155.5
588,8,6,174.5
1776,8,6,205.0
2626,8,6,242.0
261,8,6,273.0
648,8,6,301.0
1591,8,6,311.0
361,8,6,323.0
1146,8,6,336.0
2497,8,6,360.5
1731,8,6,397.5
1859,8,6,463.5
1808,8,6,488.5
2358,8,6,504.5
59,9,0,0
2241,9,0,12.5
1336,9,0,17.5
1049,9,0,21.5
481,9,0,40.5
1827,9,0,45.5
2328,9,0,61.0
941,9,0,69.0
1185,9,0,80.0
1476,9,0,86.0
1828,9,0,90.0
2494,9,0,93.0
328,9,0,93.0
1740,9,0,109.0
2096,9,0,113.5
1196,9,0,121.5
613,9,0,124.5
83,9,0,124.5
1710,9,0,130.5
1692,9,0,130.5
2716,9,0,138.5
790,9,0,143.5
645,9,0,152.5
1003,9,0,169.0
373,9,0,177.0
2302,9,0,177.0
2572,9,0,182.0
59,9,2,0
2241,9,2,58.5
1336,9,2,63.5
1049,9,2,67.5
481,9,2,86.5
1827,9,2,91.5
2328,9,2,115.0
941,9,2,130.0
1185,9,2,147.0
1476,9,2,159.0
1828,9,2,166.0
2494,9,2,172.0
328,9,2,172.0
1740,9,2,200.0
2096,9,2,207.5
1196,9,2,221.5
613,9,2,227.5
83,9,2,227.5
1710,9,2,236.5
1692,9,2,236.5
2716,9,2,250.5
790,9,2,260.5
645,9,2,275.5
1003,9,2,305.0
373,9,2,319.0
2302,9,2,319.0
2572,9,2,329.0
2625,9,2,344.0
59,9,3,0
2241,9,3,61.0
1336,9,3,66.0
1049,9,3,71.0
481,9,3,90.0
1827,9,3,95.0
2328,9,3,120.0
941,9,3,135.0
1185,9,3,153.0
1476,9,3,166.0
1828,9,3,172.0
2494,9,3,179.0
328,9,3,179.0
1740,9,3,208.0
2096,9,3,216.0
1196,9,3,230.0
613,9,3,237.0
83,9,3,237.0
1710,9,3,246.0
1692,9,3,246.0
2716,9,3,261.0
790,9,3,271.0
645,9,3,286.0
1003,9,3,317.0
373,9,3,332.0
2302,9,3,332.0
2572,9,3,342.0
2625,9,3,358.0
59,9,4,0
2241,9,4,66.0
1336,9,4,72.0
1049,9,4,77.0
481,9,4,98.0
1827,9,4,104.0
2328,9,4,130.0
941,9,4,147.0
1185,9,4,166.0
1476,9,4,180.0
1828,9,4,188.0
2494,9,4,195.0
328,9,4,195.0
1740,9,4,226.0
2096,9,4,235.0
1196,9,4,250.0
613,9,4,257.0
83,9,4,257.0
1710,9,4,267.0
1692,9,4,267.0
2716,9,4,283.0
790,9,4,294.0
645,9,4,311.0
1003,9,4,345.0
373,9,4,360.0
2302,9,4,360.0
2572,9,4,372.0
2625,9,4,389.0
59,9,5,0
2241,9,5,88.5
1336,9,5,97.5
1049,9,5,105.5
481,9,5,134.5
1827,9,5,143.5
2328,9,5,178.0
941,9,5,205.0
1185,9,5,232.0
1476,9,5,251.0
1828,9,5,262.0
2494,9,5,273.0
328,9,5,273.0
1740,9,5,321.0
2096,9,5,333.5
1196,9,5,355.5
613,9,5,364.5
83,9,5,364.5
1710,9,5,380.5
1692,9,5,380.5
2716,9,5,404.5
790,9,5,418.5
645,9,5,443.5
1003,9,5,492.0
373,9,5,518.0
2302,9,5,518.0
2572,9,5,532.0
2625,9,5,559.0
59,9,6,0
2241,9,6,100.0
1336,9,6,110.0
1049,9,6,119.0
481,9,6,152.0
1827,9,6,162.0
2328,9,6,201.0
941,9,6,231.0
1185,9,6,262.0
1476,9,6,283.0
1828,9,6,296.0
2494,9,6,308.0
328,9,6,308.0
1740,9,6,362.0
2096,9,6,376.0
1196,9,6,401.0
613,9,6,411.0
83,9,6,411.0
1710,9,6,429.0
1692,9,6,429.0
2716,9,6,456.0
790,9,6,472.0
645,9,6,500.0
1003,9,6,555.0
373,9,6,584.0
2302,9,6,584.0
2572,9,6,600.0
2625,9,6,630.0
447,10,0,0
1786,10,0,32.5
2337,10,0,36.5
1793,10,0,45.5
2199,10,0,54.5
2286,10,0,72.0
1393,10,0,75.0
648,10,0,82.0
1591,10,0,86.0
1146,10,0,93.0
447,10,2,0
1786,10,2,78.5
2337,10,2,82.5
1793,10,2,91.5
2199,10,2,102.5
2286,10,2,135.0
1393,10,2,141.0
648,10,2,152.0
1591,10,2,159.0
1146,10,2,172.0
2497,10,2,186.0
447,10,3,0
1786,10,3,82.0
2337,10,3,86.0
1793,10,3,95.0
2199,10,3,107.0
2286,10,3,141.0
1393,10,3,145.0
648,10,3,158.0
1591,10,3,166.0
1146,10,3,178.0
2497,10,3,194.0
447,10,4,0
1786,10,4,89.0
2337,10,4,94.0
1793,10,4,104.0
2199,10,4,109.5
2286,10,4,145.0
1393,10,4,160.0
648,10,4,172.0
1591,10,4,180.0
1146,10,4,184.0
2497,10,4,210.0
447,10,5,0
1786,10,5,120.5
2337,10,5,127.5
1793,10,5,143.5
2199,10,5,158.5
2286,10,5,213.0
1393,10,5,222.0
648,10,5,240.0
1591,10,5,251.0
1146,10,5,273.0
2497,10,5,298.0
447,10,6,0
1786,10,6,136.0
2337,10,6,144.0
1793,10,6,162.0
2199,10,6,179.0
2286,10,6,240.0
1393,10,6,251.0
648,10,6,271.0
1591,10,6,283.0
1146,10,6,308.0
2497,10,6,336.0
2497,11,0,0
1146,11,0,10.5
361,11,0,16.5
1591,11,0,20.5
871,11,0,21.5
648,11,0,29.5
1393,11,0,35.5
912,11,0,36.5
2286,11,0,38.5
2514,11,0,44.5
2499,11,0,45.5
1531,11,0,47.5
2641,11,0,54.5
2199,11,0,56.5
151,11,0,63.0
499,11,0,66.0
771,11,0,69.0
2337,11,0,72.0
1786,11,0,80.0
2737,11,0,80.0
274,11,0,86.0
2690,11,0,93.0
2497,11,2,0
1146,11,2,56.5
361,11,2,62.5
1591,11,2,66.5
871,11,2,67.5
648,11,2,75.5
1393,11,2,81.5
912,11,2,82.5
2286,11,2,84.5
2514,11,2,90.5
2499,11,2,91.5
1531,11,2,93.5
2641,11,2,102.5
2199,11,2,107.5
151,11,2,120.0
499,11,2,124.0
771,11,2,130.0
2337,11,2,135.0
1786,11,2,147.0
2737,11,2,147.0
274,11,2,159.0
2690,11,2,172.0
447,11,2,186.0
2497,11,3,0
1146,11,3,59.0
361,11,3,65.0
1591,11,3,70.0
871,11,3,71.0
648,11,3,79.0
1393,11,3,85.0
912,11,3,86.0
2286,11,3,88.0
2514,11,3,94.0
2499,11,3,95.0
1531,11,3,98.0
2641,11,3,107.0
2199,11,3,112.0
151,11,3,125.0
499,11,3,129.0
771,11,3,135.0
2337,11,3,141.0
1786,11,3,153.0
2737,11,3,153.0
274,11,3,166.0
2690,11,3,179.0
447,11,3,194.0
2497,11,4,0
1146,11,4,64.0
361,11,4,71.0
1591,11,4,76.0
871,11,4,77.0
648,11,4,86.0
1393,11,4,92.0
912,11,4,94.0
2286,11,4,96.0
2514,11,4,103.0
2499,11,4,104.0
1531,11,4,106.0
2641,11,4,116.0
2199,11,4,122.0
151,11,4,136.0
499,11,4,140.0
771,11,4,147.0
2337,11,4,153.0
1786,11,4,166.0
2737,11,4,166.0
274,11,4,180.0
2690,11,4,195.0
447,11,4,210.0
2497,11,5,0
1146,11,5,87.5
361,11,5,95.5
1591,11,5,102.5
871,11,5,105.5
648,11,5,115.5
1393,11,5,124.5
912,11,5,127.5
2286,11,5,130.5
2514,11,5,140.5
2499,11,5,143.5
1531,11,5,146.5
2641,11,5,158.5
2199,11,5,167.5
151,11,5,188.0
499,11,5,196.0
771,11,5,205.0
2337,11,5,213.0
1786,11,5,232.0
2737,11,5,232.0
274,11,5,251.0
2690,11,5,273.0
447,11,5,298.0
2497,11,6,0
1146,11,6,99.0
361,11,6,108.0
1591,11,6,116.0
871,11,6,119.0
648,11,6,131.0
1393,11,6,141.0
912,11,6,144.0
2286,11,6,147.0
2514,11,6,159.0
